fire_name,fire_year,fire_size_acres,closest_distance_miles,perimeter_points_count,closest_point
UNNAMED (1),1989,1289.9818832749947,124.80941283992564,175,"(30.66128173979798, -82.1692956807725)"
PIN HOOK (1),1989,16471.20534200455,107.46836294176588,506,"(30.480934751813514, -82.44906373114014)"
BIG CREEK (1),1989,4722.821519511734,599.9193490994172,4957,"(31.16918711064116, -94.30982056726162)"
BIG ROOSTER (1),1989,1312.164618685311,608.2695737580483,21,"(36.89389591274894, -91.48631316153201)"
UNNAMED (1),1989,600.116106064813,638.7113522456832,96,"(37.92585124619063, -90.86812249727005)"
UNNAMED (1),1989,2880.8103728097103,105.65122660950287,281,"(31.185515073234804, -82.68433198639096)"
HONEY BUCK (1),1989,4735.849053408886,108.38049700801534,60,"(30.74931466806182, -82.4621295190726)"
UNNAMED (1),1989,822.1536963572526,159.29030091473345,73,"(30.977158133606377, -81.64133830413657)"
UNNAMED (1),1989,2420.3016778617257,544.3312694558321,552,"(34.950404058753094, -76.55739494376596)"
UNNAMED (1),1989,781.0638127021193,549.4067232775357,179,"(34.97443979395885, -76.46999725787268)"
UNNAMED (1),1989,1057.2802651704887,83.32224551557,295,"(30.740528058197082, -82.88984646242854)"
UNNAMED (1),1989,548.8252484075867,101.02683424930538,201,"(30.73523601721537, -82.58477376852733)"
UNNAMED (1),1989,2814.9258508184116,93.92138748074484,242,"(30.764938305078637, -82.71358104735842)"
UNNAMED (1),1989,946.497937073672,91.10487249070218,138,"(30.77809045914898, -82.7657065625249)"
UNNAMED (1),1989,1049.05587160761,127.76043409550762,159,"(30.807973735752668, -82.14330171426626)"
UNNAMED (1),1989,886.0659454622557,130.60070329821082,123,"(30.831846457427506, -82.09984969079747)"
UNNAMED (1),1989,914.0518030570607,130.13964512101782,31,"(30.89640984154718, -82.12339140326898)"
IMMOKALEE (1),1989,703.6040131234712,327.90192090594337,121,"(26.400415888727203, -81.43380552333672)"
UNNAMED (1),1990,846.971350075864,74.10918747512201,151,"(30.98816249253644, -83.16514579844997)"
UNIT 1A (1),1990,1068.2392410237717,599.0409553981647,68,"(29.657514003609045, -94.20828570502206)"
UNNAMED (1),1990,1724.1018535237192,73.82279485925262,35,"(29.907700463263037, -85.30720064055478)"
UNNAMED (1),1990,3316.9007087765303,66.82805616917209,94,"(29.873313962665453, -85.13925955271908)"
PERKINS (1),1990,10799.345005728628,587.5400564428264,160,"(29.710334422341308, -94.02345481616541)"
UNNAMED (1),1990,1431.7561874555709,601.3762190502106,43,"(29.61193337423052, -94.2402101371196)"
UNNAMED (1),1990,1494.0090919519218,239.5765159173147,76,"(28.556108258227464, -80.92157562145367)"
UNNAMED (1),1990,1949.396330374981,230.62807113935216,94,"(28.524763124567343, -81.12612499518092)"
UNNAMED (1),1990,1375.692231025438,234.93217814808895,50,"(28.50281382124474, -81.05674827904822)"
UNNAMED (1),1990,1870.7209934586515,243.06282784312694,56,"(28.41014441471278, -80.96783175896238)"
UNNAMED (2),1990,3203.6973778476968,244.04376155414283,188,"(28.3805391388329, -80.972576669504)"
U1WF90.SC (1),1990,1910.2714016082066,551.5236802203168,164,"(29.925500279259058, -93.44903779139061)"
UNNAMED (2),1990,3236.7027753906245,240.85620717288822,113,"(28.346583153753414, -81.06767669856575)"
UNNAMED (1),1990,1209.0867965623263,356.21054415478176,112,"(26.170054907068884, -80.98248248304243)"
UNNAMED (1),1990,1053.4592597856736,374.2054549991704,168,"(26.033996469630516, -80.68787927034981)"
UNNAMED (1),1990,4739.506259560288,375.01181756004746,297,"(26.008347119296605, -80.7062917708609)"
UNNAMED (1),1990,1335.1779899995047,366.2729230974437,314,"(33.753779491597086, -79.34610525964811)"
UNNAMED (1),1990,564.1935381412346,35.96904677586769,80,"(30.08324002295517, -84.66653937799498)"
SHORTS (1),1990,21412.619035365395,106.40016890009574,674,"(30.699460436868605, -82.4863899840969)"
MITCHELL I (1),1990,3652.0275110277275,118.09438339137378,311,"(30.628553871787183, -82.27891212820946)"
UNNAMED (1),1990,1287.2012203405154,341.6593222357389,89,"(26.085853551505732, -81.60384141769691)"
UNNAMED (1),1990,1570.7607694474736,351.03102274438993,88,"(25.979681606496328, -81.50352737145998)"
UNNAMED (1),1990,4737.7264212721475,388.66851438419195,80,"(25.926198884499605, -80.4536021257803)"
UNNAMED (1),1990,1475.8182856768883,252.62207468874144,215,"(27.22137347894068, -82.29324156473584)"
UNNAMED (1),1990,1425.1121100086655,368.4578740158737,80,"(26.08731684952876, -80.76516407428778)"
UNNAMED (1),1990,574.3017668316257,399.4261312124896,25,"(25.718849202886382, -80.47975327603308)"
UNNAMED (1),1990,1222.4052590441747,260.119565322494,140,"(27.086618853314196, -82.32108420772705)"
UNNAMED (1),1990,778.6825021811323,306.39959504732843,76,"(26.85310292044528, -81.29582206190986)"
UNNAMED (2),1990,2396.6630045845795,113.30783969025607,39,"(30.614058452249758, -86.14190795691333)"
UNNAMED (1),1990,577.2172296461799,111.4521696926993,25,"(30.546364956366673, -86.11582714719053)"
UNNAMED (1),1990,1590.6365316824056,45.13551483971019,102,"(30.29861643311158, -84.98245108252097)"
UNNAMED (1),1990,884.9027099746459,104.89560096358136,112,"(30.297685044146633, -85.99633260840645)"
UNNAMED (1),1990,3992.472995497482,78.6817631851853,202,"(30.22789899610698, -85.53947499737158)"
PIERCES CREEK (1),1990,5543.718799933043,289.50014165395527,161,"(31.08851249092735, -89.06263489493135)"
UNNAMED (1),1990,606.4800882298113,46.54654666219939,100,"(30.143426617354155, -84.93799577565382)"
UNNAMED (1),1990,766.4587209967957,71.99522686472542,42,"(30.12235605575836, -85.38981053483562)"
UNNAMED (1),1990,1351.035355540084,54.951654472039976,144,"(29.928975552178212, -84.93535316697508)"
UNNAMED (1),1991,631.7563037512475,296.3473251233824,34,"(26.762110231747368, -81.75518709526068)"
UNNAMED (1),1991,1807.9392545135474,232.38012417028415,266,"(28.661946819537693, -80.98419838487382)"
UNNAMED (1),1991,622.5167736344077,278.45759625321153,121,"(27.453981848958122, -81.17472089005257)"
UNNAMED (1),1991,1266.1313955014746,169.39049699617857,171,"(30.17377967014581, -81.43478206208015)"
UNNAMED (1),1991,1291.6255564138596,299.936914849834,115,"(26.791936375982953, -81.58761743767558)"
UNNAMED (1),1991,562.8882654921937,234.6188171002927,95,"(28.46434977731566, -81.09500288275503)"
UNNAMED (1),1991,708.1651945315074,199.90680876878898,108,"(28.417230537331978, -81.89414935136448)"
UNNAMED (1),1991,1947.707999975178,294.49313604481983,179,"(26.89495422611072, -81.57127779945964)"
UNNAMED (1),1991,585.1706580835781,256.4928272535224,78,"(27.64527245437682, -81.47391453616456)"
UNNAMED (1),1991,4948.2602969187055,175.24184870683322,323,"(29.533017617909127, -81.52794548513482)"
PETERS BRANCH (1),1991,1823.895443259436,524.2236797572436,267,"(37.9203062836927, -82.46675725585175)"
PRICHARD (1),1991,5219.698198473297,541.1801305222907,239,"(38.18185982818806, -82.53494930018444)"
PADDLE CREEK (1),1991,1008.6602800690525,534.8682051565087,213,"(38.08988943957685, -82.54310381119991)"
DOSS HILL ROAD (1),1991,739.9811533053726,536.2699131033036,253,"(38.11163966327335, -82.5499469109813)"
DUNLOW (1),1991,3074.043022798124,531.7347471104754,639,"(38.023334623081105, -82.41705853325549)"
COLEMAN BRANCH (1),1991,1376.6039241890498,512.9276345633932,301,"(37.725102476428006, -82.30924086090238)"
JENNINGS CREEK (1),1991,29307.89192290041,517.2264441731677,2924,"(37.79551177328566, -82.34475629257965)"
HUFF CREEK (1),1991,31947.052674679067,505.0794882752246,159,"(37.51130817566179, -81.85158946537523)"
GILBERT CREEK (1),1991,1566.0534088347185,509.5448976199538,347,"(37.599819225484325, -81.94344431633907)"
CHAPMANVILEL (1),1991,2104.523435836858,525.9677327914063,434,"(37.88443229959806, -82.12525866105685)"
ROCK HOUSE BRANCH (1),1991,22541.654112949942,517.7113122838175,1103,"(37.755840746483656, -82.09977378252681)"
TUG RIVER (1),1991,37705.55502506426,502.05395922689314,745,"(37.53811565350987, -82.18148178565248)"
WHITE OAK BRANCH (1),1991,37430.97935074707,544.7364642914164,1842,"(38.073990098938566, -81.69438433316596)"
BALL FORK (1),1991,6860.612872990643,537.2236914938173,857,"(37.99868846612371, -81.8631880359976)"
KAYFORD MOUNTAIN (1),1991,73912.38918812235,529.0107492118361,731,"(37.793370538619605, -81.52226001041609)"
STONE BRANCH (1),1991,2807.3639145583643,533.3919588012311,463,"(37.971037476570245, -82.00395109303527)"
COAL BRANCH (1),1991,941.9018511961701,525.6559159526186,181,"(37.85389461883344, -81.99834059973257)"
RIGHT FORK RUM CREEK (1),1991,7445.189347231102,521.2460713879653,647,"(37.75046897303605, -81.82972597496064)"
BROAD HOLLOW (1),1991,2005.3894642020323,531.3928926450419,411,"(37.921993752354346, -81.9137046315485)"
BEND BRANCH (1),1991,4605.307365452062,531.8774874033725,633,"(37.90156229687564, -81.78888634069693)"
ELSIE CREEK (1),1991,5771.389354241892,524.5968357883099,1128,"(37.77227055783077, -81.70692836495851)"
CANE ROCK (1),1991,9016.573498312497,527.9660203485035,881,"(37.89915874544725, -82.04972658197434)"
TOMS BRANCH (1),1991,22152.969154185786,553.4296363684524,351,"(38.10180203545128, -81.27644186709952)"
CHELYAN (1),1991,3255.791737488423,550.0525414582946,483,"(38.11632004901367, -81.53391449128141)"
SIMMONS CREEK (1),1991,3107.670245922373,558.9369955483648,354,"(38.25060064961458, -81.5320307662355)"
MILK BRANCH (1),1991,3436.3582516931583,556.1694837099874,456,"(38.19997533409236, -81.4963414458318)"
EIGHTMILE FORK (1),1991,4682.034568678805,564.3598159685346,205,"(38.30626203956804, -81.42277406468251)"
RATTLESNAKE BRANCH (1),1991,788.0136486912292,566.0328129657231,149,"(38.347503581765544, -81.4877032887413)"
RUBE HOLLOW (1),1991,670.371424255927,559.1283730383503,136,"(38.22134048022853, -81.40138759129)"
COPLEY TRACE (1),1991,1939.851869755209,530.1308078874788,292,"(37.9666447718679, -82.2303611991471)"
ROLLINS BRANCH (1),1991,14435.354515557809,522.4877757380256,1481,"(37.7127626075359, -81.59565672607336)"
BUFFALO CREEK (1),1991,2156.6444372627325,505.57309760873363,386,"(37.49878136022646, -81.76836840990416)"
MULLENS BRANCH (1),1991,3058.5821010431337,521.441345431812,687,"(37.61889383798927, -81.30657183041446)"
FLAG KNOB (1),1991,975.3408385626544,545.5646635187737,208,"(37.96919190732048, -81.23256624475586)"
CARBANATE (1),1991,6532.664614128929,557.5009205028734,863,"(38.16470327702901, -81.27865544003794)"
JOHNSON HOLLOW (1),1991,2986.9507054768205,489.9568562871257,413,"(37.20750672775528, -81.56501941712948)"
BRADSHAW (1),1991,5029.421875774765,492.7929895190253,209,"(37.300736469863985, -81.75279029613206)"
BEARTOWN BRANCH (1),1991,936.0380487712207,497.02597553919395,307,"(37.38613298978022, -81.83794549686682)"
COAL HILL (1),1991,1496.6361169060738,565.3988878805459,357,"(38.246282500131755, -81.13280311283846)"
BLUE CREEK (1),1991,3268.19772404326,568.2394479939413,331,"(38.321211276853326, -81.24957317875409)"
UNNAMED (1),1991,564.7851435158001,529.4940856224567,172,"(38.01561613117664, -82.57636959956861)"
UNNAMED (1),1991,912.0897147060806,527.7306046067968,249,"(37.977363703608006, -82.49843584098373)"
UNNAMED (1),1991,4450.659857838098,521.1481613032898,595,"(37.91572929063362, -82.73483804986944)"
UNNAMED (1),1991,1505.392054263606,516.9673931403189,310,"(37.863271756433335, -82.8008011205824)"
UNNAMED (1),1991,1907.4610095701928,517.7055619927673,481,"(37.85342580962372, -82.65470527781481)"
UNNAMED (1),1991,10183.407638777597,516.7659443347058,183,"(37.80883877710855, -82.4608660529287)"
UNNAMED (1),1991,14263.784307796763,507.20718934436053,1510,"(37.656337850717016, -82.3992382175099)"
UNNAMED (1),1991,2163.9421087612895,495.59400064564016,483,"(37.55671704993741, -82.85857754995108)"
UNNAMED (1),1991,8203.592462020002,492.23197138773975,1170,"(37.431148390616855, -82.3856551317626)"
UNNAMED (1),1991,4779.153457493542,489.04316430759826,819,"(37.44909925387764, -82.77927156322168)"
UNNAMED (1),1991,22282.390758982292,494.1614328328009,174,"(37.41159702654893, -82.14132277194015)"
UNNAMED (1),1991,4980.1985303554675,484.2395236955895,802,"(37.4041521429486, -82.96715805071277)"
UNNAMED (1),1991,7180.297128045044,490.6377062283406,83,"(37.44570122012795, -82.60485477699449)"
UNNAMED (1),1991,17405.787766716818,476.94411414409245,651,"(37.27841139585336, -82.83186542036636)"
UNNAMED (1),1991,9083.532905046102,480.71660718535054,2288,"(37.26753308534292, -82.42778570419648)"
UNNAMED (1),1991,3740.3845652828804,474.9465658673537,621,"(37.21022235329526, -82.58685871676816)"
UNNAMED (1),1991,854.0525707214101,31.797024569141694,90,"(30.446214607356897, -84.78255973950488)"
UNNAMED (1),1991,707.6412272687995,39.481997064921956,76,"(30.39310304751968, -84.90686908906305)"
UNNAMED (1),1991,777.569839247671,62.73628367456144,78,"(30.36078217111016, -85.29451291167973)"
UNNAMED (1),1991,692.2025850580111,99.62530973144682,49,"(30.34947412500853, -85.913652956173)"
UNNAMED (2),1991,6454.874293685991,48.47528856173141,100,"(30.11640943594437, -84.95768143669002)"
UNNAMED (1),1991,756.9776419735227,53.83279087646652,48,"(30.08898438449421, -85.04246350717116)"
UNNAMED (1),1991,1185.5101699436184,53.11908988261365,167,"(29.973931300439485, -84.93934887551003)"
UNNAMED (1),1991,641.163573580934,74.524091600453,67,"(29.66428663010869, -85.09277574567074)"
UNNAMED (1),1991,871.1763865727589,197.8276083095711,101,"(28.410581391045856, -81.95074059070153)"
UNNAMED (1),1991,506.3367851724265,233.6736406583074,71,"(28.132399111437717, -81.43347764546093)"
UNNAMED (1),1991,1518.82930135018,251.4980981203237,96,"(28.10176341171969, -81.06934732638842)"
UNNAMED (1),1991,2318.435983417516,248.2652717225017,13,"(28.06490973630844, -81.17722231713464)"
UNNAMED (1),1991,570.2117589558959,252.87821824212457,141,"(28.069411272256463, -81.07123984920645)"
UNNAMED (1),1991,852.2312954620536,251.00704705402384,69,"(28.032169371050784, -81.15015478687032)"
UNNAMED (3),1991,2757.1447555615514,268.7733371562939,152,"(27.90992519187131, -80.88298826212284)"
UNNAMED (1),1991,882.5117081409032,257.1617530343519,87,"(27.788739493463016, -81.2781083799051)"
UNNAMED (1),1991,905.0083856418988,251.91795234133247,141,"(27.76611796029703, -81.43172342035795)"
UNNAMED (1),1991,673.8498945699013,254.0823217510429,81,"(27.76720921278385, -81.37772975237642)"
UNNAMED (1),1991,828.4772442435601,260.5845254855986,128,"(27.746054232573034, -81.24748457314288)"
UNNAMED (2),1991,1808.1456856614388,265.19399728691883,113,"(27.69686390093092, -81.19645277469454)"
UNNAMED (1),1991,739.2700388536176,280.50763131583295,77,"(27.69969044254152, -80.83987723342733)"
UNNAMED (1),1991,2632.380011870014,245.9729691720756,266,"(27.68999994529844, -81.68310721225838)"
UNNAMED (1),1991,935.9633118167166,248.32059957024148,172,"(27.627329477906464, -81.71086364898525)"
UNNAMED (1),1991,2025.5878349271918,265.3390117693639,179,"(27.63141599820035, -81.27252502490079)"
UNNAMED (1),1991,1110.2526927262027,269.0221160573056,134,"(27.584292982143076, -81.24154896845191)"
UNNAMED (1),1991,1818.6494045346763,256.6483212905826,178,"(27.55938229766505, -81.58790164102672)"
UNNAMED (1),1991,748.7718284582819,251.49456943833934,159,"(27.360040915854366, -82.05579104329723)"
UNNAMED (1),1991,1632.502958264413,266.24624903842704,23,"(27.31989049862413, -81.68691795263626)"
UNNAMED (1),1991,1461.9738541540758,259.15475271173113,10,"(27.24460559475562, -82.02892291672725)"
UNNAMED (1),1991,804.0157608823345,254.22774307084313,125,"(27.197421476613318, -82.28821884769299)"
UNNAMED (1),1991,1520.1814906659242,258.6973286317272,61,"(27.173148675465242, -82.18450960757026)"
UNNAMED (2),1991,9230.123590326695,275.91065494979966,17,"(27.125388852912746, -81.72837534007353)"
UNNAMED (1),1991,1595.7314160362214,264.5967182021812,88,"(27.10828703441856, -82.1174265416852)"
UNNAMED (1),1991,965.0779811585625,265.16984683230413,91,"(27.019811056150726, -82.28716128504347)"
UNNAMED (1),1991,1314.0552432473892,293.63148064477247,219,"(26.99242282969141, -81.43452061195426)"
UNNAMED (1),1991,1242.3945429387852,292.55102927034164,99,"(26.976914718437843, -81.4904589999025)"
UNNAMED (1),1991,548.6149165284276,269.2523219522354,79,"(26.95549494695137, -82.28332355292987)"
UNNAMED (4),1991,20612.097256406563,280.3550977832918,438,"(26.926175980742173, -81.95713515985376)"
UNNAMED (1),1991,746.2049384107385,292.79275080836396,123,"(26.93982220293972, -81.54508347069307)"
UNNAMED (1),1991,1687.6384302265728,285.2927132073266,108,"(26.93935867919684, -81.77298968698202)"
UNNAMED (1),1991,1023.6338947225235,297.33531847594236,91,"(26.90114211648975, -81.47708548482582)"
UNNAMED (1),1991,512.1277267612128,370.32388920087044,41,"(25.902576270799234, -81.02636411919157)"
UNNAMED (1),1991,815.3248471130731,371.8102186956879,98,"(25.902416551514385, -80.98096894498748)"
UNNAMED (1),1991,1273.2345886404305,370.9167514432657,120,"(25.85655706119453, -81.09269894929838)"
UNNAMED (1),1991,3967.528610519096,395.0654583458446,450,"(34.777186636117385, -79.7897777170296)"
UNNAMED (1),1991,619.0151636153979,273.7480380046842,169,"(33.071541926462054, -80.74441011188341)"
UNNAMED (1),1991,506.08190701866704,324.2236289710532,148,"(33.56468403175286, -80.09858842889821)"
UNNAMED (1),1991,540.7423199634457,324.9607738807033,193,"(33.63837096490576, -80.15749043135784)"
PINEY MOUNTAIN (1),1991,1464.2164336101773,568.7812462878296,199,"(37.62211090760169, -79.31776121889003)"
UNNAMED (1),1991,1399.1997542411923,517.7880821482247,294,"(35.20643633463202, -77.34481009274928)"
MILLS BAY (1),1991,1704.2033667000921,319.5588002406813,374,"(33.18489698590734, -79.85308778056392)"
UNNAMED (2),1991,3777.029046364145,291.67637139202964,173,"(31.087138719096657, -89.09984668892854)"
PERCHMAN (1),1991,808.6639114888785,165.28944869990565,129,"(29.476737685623075, -81.73579738093045)"
UNAKA (1),1991,1203.0382227658426,381.1176394693095,93,"(35.90681215749592, -83.1107991199857)"
UNNAMED (1),1991,645.3373541491759,419.2784958381952,67,"(36.289199755580135, -82.17212902710259)"
UNNAMED (1),1991,681.2415877107086,468.93886957736925,233,"(37.235561048203365, -83.50598747543027)"
SUGAR (1),1991,1140.0913071117523,447.7782874842986,316,"(36.93427208768969, -83.59955224809727)"
GAS WELL (1),1991,1103.5518147616062,467.9578387878466,315,"(37.23424253693374, -83.70172486803826)"
CRADLE (1),1991,1849.1909648076373,470.36662892207715,456,"(37.271678747573496, -83.74693813248452)"
OTTER (1),1991,4923.231967982533,449.1955567149812,720,"(36.963084738746566, -83.73001268213538)"
UNNAMED (1),1991,830.8467662311659,476.27884420322846,237,"(37.34658017065434, -83.56301758037351)"
UNNAMED (1),1992,644.8373098371967,248.51719104435995,92,"(27.879358682320415, -81.3758453632555)"
UNNAMED (1),1992,1916.2407785494077,47.66462089792465,100,"(30.297351788440093, -83.4742872415859)"
UNNAMED (1),1992,1710.5084244640789,339.29349585999347,76,"(26.104507476007438, -81.64667317802957)"
UNNAMED (1),1992,589.7773246378842,65.8565548787442,100,"(29.991356481797805, -85.20962665891578)"
UNNAMED (1),1992,518.5865192925979,65.73113724061378,101,"(29.903654547790715, -85.14239383280153)"
UNNAMED (1),1992,841.2629452391257,248.5575454232307,72,"(27.806526615157836, -81.46326028407104)"
UNNAMED (1),1992,1662.8221073575878,201.66275387537524,191,"(28.871540997590124, -81.43355992958824)"
UNNAMED (1),1992,1136.588805690288,254.19292053631614,90,"(28.507596959358587, -80.6699339161034)"
UNNAMED (1),1992,1553.2028395493423,342.9896702574926,112,"(26.111444113800907, -81.5051529620143)"
POST OFFICE BAY (1),1992,3947.1155451004747,47.611562387970544,276,"(30.082970591711355, -84.91741606771458)"
JUNIPER SPRINGS (1),1992,1448.560959018885,175.2801383345926,257,"(29.22386671616941, -81.69838642957478)"
LIBERTY FARM (1),1992,1184.8002623223845,45.20424039535074,166,"(30.027865416959926, -84.81883927347951)"
UNNAMED (1),1992,659.7210989585582,516.7187714362906,280,"(31.053587969407374, -92.91029001160058)"
UNNAMED (1),1992,582.2194607537277,280.13205672911704,136,"(30.572455788861955, -88.94551944088315)"
GREAT LAKE (1),1992,2843.399662660325,514.499626138286,338,"(34.83915113364179, -77.09672501509817)"
TEXACO (1),1992,1628.9224728756042,553.0658697425629,87,"(29.862878945625, -93.46688870168308)"
BOUNDARY 1 (1),1992,697.748228108381,579.2038295725564,278,"(35.59696744740309, -76.34501912258834)"
DIPPINGVAT (1),1992,1895.9525732151599,588.5566712586185,42,"(29.679127303900895, -94.0357502572465)"
UNNAMED (1),1992,612.3143939164793,647.2429110693408,82,"(36.828705040888316, -92.5140968698492)"
UNNAMED (1),1992,2649.701251754865,325.20864541364614,29,"(33.58310390634365, -80.09483943854457)"
UNNAMED (1),1992,9344.257471921786,593.8455390625936,318,"(29.66776931063371, -94.12272104717026)"
PIGEON ROAST BRANCH (1),1993,511.1991908411334,525.5171664596274,246,"(37.86858286069547, -82.07965276911818)"
UNNAMED (1),1993,643.8348747892943,361.5362272996464,211,"(34.42143984311403, -80.19103544692327)"
UNNAMED (1),1993,764.4006088386666,282.0491057048745,165,"(33.54149419703685, -81.0868963553134)"
UNNAMED (1),1993,5937.315779664091,111.6577848587928,420,"(30.59687980859185, -82.3842654107915)"
UNNAMED (1),1993,545.4197906509003,344.4969489567788,157,"(34.045334141657854, -80.14782109819606)"
UNNAMED (1),1993,764.0784603019451,364.7689661061318,204,"(34.431433586067364, -80.12020678448825)"
UNNAMED (1),1993,835.2439408676505,451.9457168404612,178,"(34.67020962013229, -78.30756587655722)"
UNNAMED (1),1993,1292.5935597076384,472.32158321860527,218,"(34.540334398192606, -77.74670086268966)"
UNNAMED (1),1993,2073.3101839470173,430.59464974007125,288,"(33.9376598563777, -78.14077772830005)"
UNNAMED (1),1993,664.1763758154071,424.0624940276778,2007,"(34.7301635079152, -89.48805444813186)"
UNNAMED (1),1993,651.1885167766691,413.5982168153706,760,"(34.08241705765931, -89.88615500287474)"
UNNAMED (1),1993,806.9472536707801,63.79666736885437,119,"(31.1175121961264, -83.4945965865508)"
WESTEND (1),1993,5692.825763377363,597.2984586801982,189,"(29.658527355417313, -94.1792099245164)"
GRAPHITE (1),1993,626.0145154477809,375.8637539391299,130,"(35.64861582387137, -82.25221890206784)"
TRAVELLERS REST (1),1993,669.689460904227,107.45790962327378,178,"(30.552280529825655, -82.45157443663807)"
JUNIPER 34 (1),1993,1153.8247910082962,173.71346521259207,118,"(29.225797460315203, -81.72701124267557)"
BIG MOUNTAIN (1),1993,521.7358078792389,314.2038871225998,213,"(34.923663429233784, -83.14871578435472)"
UNNAMED (1),1993,981.8739051705265,75.32175112374618,57,"(29.65554904825039, -85.10148434797556)"
UNNAMED (1),1993,706.2909254013015,71.23648632393058,146,"(29.979724007647047, -85.30463157107258)"
UNNAMED (1),1993,979.7817036034951,49.976641897166196,89,"(29.98886562257758, -84.88536383164335)"
HICKORYRUN (1),1994,609.648714597393,644.0170000019297,144,"(38.53584180195653, -78.56299797790932)"
RIGHT FORK LOST CREEK (1),1994,681.9902491125814,529.222414210724,283,"(37.99161227963164, -82.45022540022613)"
FERRELL BRANCH (1),1994,702.6884002819353,509.0515339080435,233,"(37.63661072140373, -82.15084434611326)"
BEECH CREEK (1),1994,1316.610949203293,507.8413379483464,346,"(37.59393844659784, -82.03338032849733)"
PUMPKINFIELD BRANCH (1),1994,1210.1307532911137,527.1734655477993,399,"(37.927537747280304, -82.25701808054067)"
SCISSORSVILLE BRANCH (1),1994,8710.589564913958,504.970851096796,1145,"(37.576638124476595, -82.15623795694385)"
COAL BRANCH (1),1994,589.3096571274639,525.3523730147385,146,"(37.85386436268263, -82.01995095050601)"
CUB BRANCH (1),1994,1374.3429898663612,525.9142453077585,270,"(37.82962339570772, -81.86844213573136)"
RICH CREEK LEFT FORK (1),1994,2409.700916297738,515.5823077504634,1122,"(37.689111895025334, -81.93618260868843)"
CAMP BRANCH (1),1994,2935.825524227586,520.8561600236272,90,"(37.759857691930634, -81.89720953754384)"
BEAR BRANCH (1),1994,1770.6272754203592,517.0303089672757,36,"(37.68996272034996, -81.84334477553925)"
BANNER HOLLOW (1),1994,787.8399627971596,553.1819621013716,279,"(38.12709256090268, -81.3870750384448)"
ASH BRANCH (1),1994,768.7493500976186,550.0802416365691,181,"(38.07791290456782, -81.37987257323796)"
SWEET FORK (1),1994,1997.3675045884927,525.8858846261304,635,"(37.79701254840021, -81.72876842014017)"
JARRELLS BRANCH (1),1994,1812.4936517604494,536.7025776270099,402,"(37.93687817512347, -81.62873815200071)"
DOW FORK (1),1994,503.61460637472874,541.3826854230026,188,"(37.95418632649109, -81.41457838482779)"
LEATHERWOOD CREEK (1),1994,863.7595826684574,574.2497942103075,250,"(38.36322590571385, -81.06389945888047)"
UNNAMED (1),1994,1178.2371849023966,333.5760303570613,234,"(33.57544562723237, -79.89907036782904)"
UNNAMED (1),1994,3469.020573524566,231.60302145750504,548,"(32.50358531454936, -81.13498341828794)"
UNNAMED (1),1994,894.0334225866831,219.98461041897554,99,"(32.14669128781431, -81.09202586441585)"
DOF2 (1),1994,988.9252336751956,346.58208989412276,61,"(26.043732092544964, -81.52252789570586)"
DOF1 (1),1994,584.1438029799234,347.041133922866,56,"(26.029365985336707, -81.53675960501688)"
UNNAMED (2),1994,4477.141797064126,253.13701943824762,173,"(27.187936806634, -82.34795796291375)"
HURRICANE (1),1994,765.3000419278366,451.11318328796915,234,"(36.98459897354161, -83.62576672604418)"
CHEROKEE NORTH (1),1994,1230.2145447382861,385.4141732719658,240,"(35.938408702305445, -82.91147579929897)"
BLUFFTON 2 (1),1994,545.8818440077765,374.05124996571385,117,"(35.81192948909879, -83.1744377010315)"
PATS ISLAND (1),1994,512.9984008438033,174.72405982535207,96,"(29.254710206716492, -81.68917560102736)"
MILL CREEK (1),1994,574.7614554557497,376.64198171868844,61,"(35.66131912553717, -82.25515580912248)"
FISH DAY (1),1994,21772.35118107099,519.6227359536022,64,"(34.87680967346199, -77.01880080680952)"
AIRPORT (1),1994,8704.959043281282,564.5319142515684,187,"(31.33945171763108, -93.70116598936828)"
SABINE LAKE (1),1994,1245.494808689887,566.8932967709568,69,"(29.98710979877224, -93.71396227377956)"
NEWDITCH-W (1),1994,1196.8551123872899,615.9256106417157,22,"(29.55792324989968, -94.47548016284598)"
PACETRACT (1),1994,1508.462005304832,613.8871743381573,45,"(29.559256441241896, -94.44149076099305)"
UNIT1ARSON (1),1994,14057.753268897523,603.4841406170282,79,"(29.602257827777315, -94.27401044131736)"
UNNAMED (1),1994,560.7293277719119,195.95859059336112,86,"(32.78014742464979, -82.3271757463702)"
UNNAMED (1),1994,11013.015571445954,359.7478190974065,134,"(26.456253165353086, -80.45136350872873)"
UNNAMED (1),1994,997.2988673242239,298.9774180175798,117,"(30.60533711476352, -89.26140279180294)"
UNNAMED (1),1994,1298.0282326032511,425.5748488728794,240,"(34.871650716297204, -89.36284721015437)"
UNNAMED (1),1994,936.0033668824294,421.991168217004,693,"(34.67495612361358, -89.49963242555994)"
UNNAMED (1),1994,7943.982675768899,469.5319305258465,894,"(34.678244575423705, -77.92636656745199)"
UNNAMED (1),1994,2321.643535997968,238.64153644670606,44,"(28.611871857424685, -80.8981757792479)"
UNNAMED (1),1994,2393.517919412107,270.99358306750474,1030,"(33.67130786616579, -86.91738142298544)"
UNNAMED (1),1994,814.5781424134059,234.25799910641328,236,"(31.228368191834726, -88.08942007094767)"
