participant_id,survey_type,age,gender,race,zip_code,education_level,income
Participant 310,online,30.0,A woman,Hispanic or Latino,83706.0,"Some high school, no diploma","$25,000 to $49,999"
Participant 311,in_person,49.0,A woman,Native American / American Indian or Alaskan Native,83607.0,Master’s degree,"$100,000 or more"
Participant 311,online,28.0,A woman,Asian / Pacific Islander,83713.0,"High school graduate, diploma or GED","$50,000 to $74,999"
Participant 312,in_person,31.0,A woman,White / Caucasian,83703.0,"Some college, no degree","$25,000 to $49,999"
Participant 312,online,39.0,A man,White / Caucasian,83714.0,"Some college, no degree",
Participant 313,in_person,48.0,A man,White / Caucasian,83709.0,"Some college, no degree","$25,000 to $49,999"
Participant 313,online,40.0,A man,White / Caucasian,83702.0,Associates degree,"$50,000 to $74,999"
Participant 314,in_person,70.0,A woman,White / Caucasian,83704.0,Master’s degree,"$100,000 or more"
Participant 314,online,53.0,A woman,White / Caucasian,83709.0,"Some college, no degree","$75,000 to $99,999"
Participant 315,in_person,64.0,A woman,White / Caucasian,83704.0,Master’s degree,"$50,000 to $74,999"
Participant 315,online,18.0,A woman,White / Caucasian,83707.0,8th grade or less,"$25,000 or less"
Participant 316,in_person,63.0,A man,White / Caucasian,83646.0,Bachelor’s degree,"$100,000 or more"
Participant 316,online,61.0,A man,White / Caucasian,83616.0,"Some college, no degree","$100,000 or more"
Participant 317,in_person,36.0,A woman,White / Caucasian,97901.0,Associates degree,"$50,000 to $74,999"
Participant 317,online,60.0,A man,White / Caucasian,83705.0,Associates degree,"$50,000 to $74,999"
Participant 318,in_person,33.0,A man,White / Caucasian,94561.0,"High school graduate, diploma or GED","$100,000 or more"
Participant 318,online,55.0,A woman,White / Caucasian,83705.0,"Some college, no degree","$75,000 to $99,999"
Participant 319,in_person,40.0,A man,Hispanic or Latino,91763.0,"High school graduate, diploma or GED","$50,000 to $74,999"
Participant 319,online,20.0,A woman,White / Caucasian,83713.0,"Some high school, no diploma","$25,000 or less"
Participant 32,in_person,32.0,A man,White / Caucasian,83709.0,Bachelor’s degree,"$25,000 to $49,999"
Participant 32,online,55.0,A woman,White / Caucasian,83704.0,"Some college, no degree","$25,000 to $49,999"
Participant 320,in_person,32.0,A man,White / Caucasian,83681.0,"High school graduate, diploma or GED","$50,000 to $74,999"
Participant 320,online,31.0,A woman,White / Caucasian,83705.0,"Some college, no degree","$100,000 or more"
Participant 321,in_person,24.0,A woman,Hispanic or Latino,83607.0,"Some high school, no diploma","$100,000 or more"
Participant 321,online,18.0,A woman,White / Caucasian,83706.0,8th grade or less,"$75,000 to $99,999"
Participant 322,in_person,27.0,A man,Hispanic or Latino,83605.0,"High school graduate, diploma or GED","$100,000 or more"
Participant 322,online,28.0,A woman,White / Caucasian,83706.0,"Some college, no degree","$25,000 to $49,999"
Participant 323,in_person,31.0,A woman,White / Caucasian,94561.0,Bachelor’s degree,
Participant 323,online,44.0,A woman,White / Caucasian,83702.0,Associates degree,"$100,000 or more"
Participant 324,in_person,33.0,A woman,White / Caucasian,83616.0,"Some college, no degree",
Participant 324,online,28.0,A woman,White / Caucasian,83706.0,8th grade or less,"$25,000 or less"
Participant 325,in_person,,A woman,White / Caucasian,83644.0,Master’s degree,"$100,000 or more"
Participant 325,online,21.0,A woman,White / Caucasian,83706.0,"Some high school, no diploma","$25,000 or less"
Participant 326,in_person,40.0,A woman,,,"High school graduate, diploma or GED",
Participant 326,online,64.0,A woman,White / Caucasian,83709.0,"Some college, no degree","$50,000 to $74,999"
Participant 327,in_person,39.0,A woman,White / Caucasian,83616.0,"Some college, no degree","$100,000 or more"
Participant 327,online,34.0,A woman,White / Caucasian,83704.0,"Some college, no degree","$25,000 to $49,999"
Participant 328,in_person,43.0,A woman,White / Caucasian,83616.0,Master’s degree,"$100,000 or more"
Participant 328,online,42.0,A woman,White / Caucasian,83709.0,"Some college, no degree","$50,000 to $74,999"
Participant 329,in_person,49.0,A man,White / Caucasian,83616.0,Bachelor’s degree,"$100,000 or more"
Participant 329,online,64.0,A woman,White / Caucasian,83702.0,"Some college, no degree","$50,000 to $74,999"
Participant 33,in_person,27.0,A man,Hispanic or Latino,83703.0,Master’s degree,"$50,000 to $74,999"
Participant 33,online,61.0,A woman,White / Caucasian,83607.0,"Some college, no degree","$100,000 or more"
Participant 330,in_person,62.0,A woman,White / Caucasian,83714.0,Associates degree,"$50,000 to $74,999"
Participant 330,online,66.0,A woman,White / Caucasian,83651.0,"Some college, no degree","$25,000 to $49,999"
Participant 331,in_person,57.0,A woman,White / Caucasian,83714.0,"High school graduate, diploma or GED","$25,000 to $49,999"
Participant 331,online,34.0,A man,White / Caucasian,83705.0,"Some high school, no diploma","$25,000 to $49,999"
Participant 332,in_person,43.0,A woman,White / Caucasian,83669.0,Associates degree,"$50,000 to $74,999"
Participant 332,online,22.0,A woman,Hispanic or Latino,83706.0,"Some college, no degree","$25,000 or less"
Participant 333,in_person,43.0,A man,White / Caucasian,83714.0,Bachelor’s degree,"$100,000 or more"
Participant 333,online,20.0,A woman,White / Caucasian,83706.0,"Some high school, no diploma","$25,000 or less"
Participant 334,in_person,34.0,A man,White / Caucasian,83616.0,"Some college, no degree","$75,000 to $99,999"
Participant 334,online,57.0,A woman,White / Caucasian,83709.0,"Some college, no degree","$100,000 or more"
Participant 335,in_person,44.0,A woman,White / Caucasian,83704.0,"Some college, no degree","$25,000 to $49,999"
Participant 335,online,67.0,A woman,White / Caucasian,83703.0,"Some college, no degree","$100,000 or more"
Participant 336,in_person,42.0,A woman,White / Caucasian,83616.0,Master’s degree,"$100,000 or more"
Participant 336,online,42.0,A man,White / Caucasian,83706.0,Associates degree,"$75,000 to $99,999"
Participant 337,in_person,33.0,A woman,White / Caucasian,83616.0,"High school graduate, diploma or GED","$50,000 to $74,999"
Participant 337,online,63.0,A woman,White / Caucasian,83704.0,"Some college, no degree",
Participant 338,in_person,40.0,A man,White / Caucasian,83669.0,Bachelor’s degree,"$100,000 or more"
Participant 338,online,41.0,A woman,White / Caucasian,,Associates degree,"$100,000 or more"
Participant 339,in_person,48.0,A woman,White / Caucasian,83616.0,Bachelor’s degree,"$100,000 or more"
Participant 339,online,21.0,A woman,White / Caucasian,83642.0,"High school graduate, diploma or GED","$25,000 or less"
Participant 34,in_person,45.0,A man,White / Caucasian,83709.0,Bachelor’s degree,"$75,000 to $99,999"
Participant 34,online,41.0,A woman,White / Caucasian,83705.0,Associates degree,"$50,000 to $74,999"
Participant 340,in_person,34.0,A man,White / Caucasian,83642.0,Bachelor’s degree,"$100,000 or more"
Participant 340,online,32.0,A man,White / Caucasian,83703.0,Associates degree,"$50,000 to $74,999"
Participant 341,in_person,47.0,A woman,White / Caucasian,83669.0,Master’s degree,"$100,000 or more"
Participant 341,online,24.0,A woman,White / Caucasian,83702.0,"Some college, no degree","$25,000 to $49,999"
Participant 342,in_person,36.0,A woman,White / Caucasian,83713.0,Bachelor’s degree,"$100,000 or more"
Participant 342,online,19.0,A woman,White / Caucasian,83705.0,8th grade or less,"$100,000 or more"
Participant 343,in_person,30.0,A woman,White / Caucasian,83646.0,Bachelor’s degree,"$100,000 or more"
Participant 343,online,24.0,A woman,White / Caucasian,83702.0,"Some high school, no diploma","$25,000 or less"
Participant 344,in_person,42.0,A woman,White / Caucasian,83644.0,"High school graduate, diploma or GED","$100,000 or more"
Participant 344,online,62.0,A woman,White / Caucasian,83705.0,"High school graduate, diploma or GED",
Participant 345,in_person,29.0,A man,White / Caucasian,83646.0,Associates degree,"$100,000 or more"
Participant 345,online,29.0,A man,Hispanic or Latino,83646.0,"Some college, no degree","$75,000 to $99,999"
Participant 346,in_person,34.0,A woman,White / Caucasian,83646.0,"Some college, no degree","$75,000 to $99,999"
Participant 346,online,20.0,A woman,White / Caucasian,83709.0,"Some high school, no diploma","$25,000 or less"
Participant 347,in_person,40.0,A man,White / Caucasian,83713.0,Bachelor’s degree,"$75,000 to $99,999"
Participant 347,online,,,,,,
Participant 348,in_person,35.0,A man,White / Caucasian,83616.0,"Some college, no degree","$100,000 or more"
Participant 348,online,36.0,A woman,White / Caucasian,83642.0,"Some college, no degree","$75,000 to $99,999"
Participant 349,in_person,37.0,A man,White / Caucasian,83616.0,Bachelor’s degree,"$100,000 or more"
Participant 349,online,55.0,A man,White / Caucasian,83702.0,"Some college, no degree","$100,000 or more"
Participant 35,in_person,37.0,A man,White / Caucasian,83703.0,"Some college, no degree","$25,000 to $49,999"
Participant 35,online,33.0,A woman,White / Caucasian,83706.0,"Some college, no degree","$25,000 to $49,999"
Participant 350,in_person,38.0,A woman,White / Caucasian,83616.0,"Some college, no degree","$100,000 or more"
Participant 350,online,18.0,A woman,White / Caucasian,83706.0,8th grade or less,"$100,000 or more"
Participant 351,in_person,75.0,A woman,White / Caucasian,83616.0,"Some college, no degree","$75,000 to $99,999"
Participant 351,online,47.0,A woman,White / Caucasian,83712.0,"Some college, no degree","$100,000 or more"
Participant 352,in_person,47.0,A woman,White / Caucasian,91901.0,Bachelor’s degree,"$100,000 or more"
Participant 352,online,26.0,A man,White / Caucasian,83706.0,"High school graduate, diploma or GED","$25,000 to $49,999"
Participant 353,in_person,47.0,A woman,White / Caucasian,83629.0,Bachelor’s degree,"$50,000 to $74,999"
Participant 353,online,30.0,A woman,White / Caucasian,83702.0,Associates degree,"$50,000 to $74,999"
Participant 354,in_person,40.0,A man,White / Caucasian,83634.0,Bachelor’s degree,"$25,000 to $49,999"
Participant 354,online,36.0,A woman,White / Caucasian,83703.0,"Some college, no degree","$100,000 or more"
Participant 355,in_person,41.0,A woman,White / Caucasian,83634.0,"Some college, no degree","$25,000 to $49,999"
Participant 355,online,20.0,A woman,White / Caucasian,83706.0,"Some high school, no diploma","$100,000 or more"
Participant 356,in_person,32.0,A woman,White / Caucasian,83686.0,"Some high school, no diploma","$75,000 to $99,999"
Participant 356,online,54.0,A woman,White / Caucasian,83646.0,"Some college, no degree","$75,000 to $99,999"
Participant 357,in_person,34.0,A man,White / Caucasian,83686.0,"Some high school, no diploma","$75,000 to $99,999"
Participant 357,online,,A woman,,83702.0,"Some college, no degree",
Participant 358,in_person,33.0,A woman,White / Caucasian,83634.0,"High school graduate, diploma or GED","$25,000 to $49,999"
Participant 358,online,34.0,A woman,White / Caucasian,83705.0,"High school graduate, diploma or GED","$25,000 or less"
Participant 359,in_person,39.0,A woman,White / Caucasian,83646.0,Bachelor’s degree,"$50,000 to $74,999"
Participant 359,online,41.0,A woman,White / Caucasian,83702.0,"Some college, no degree","$50,000 to $74,999"
Participant 36,in_person,25.0,A man,White / Caucasian,83704.0,Master’s degree,"$75,000 to $99,999"
Participant 36,online,26.0,A man,White / Caucasian,83703.0,"Some college, no degree","$50,000 to $74,999"
Participant 360,in_person,46.0,A woman,White / Caucasian,83642.0,Bachelor’s degree,"$100,000 or more"
Participant 360,online,41.0,A man,White / Caucasian,83702.0,Associates degree,"$50,000 to $74,999"
Participant 361,in_person,42.0,A woman,White / Caucasian,83646.0,,"$25,000 to $49,999"
Participant 361,online,39.0,A woman,White / Caucasian,83725.0,Associates degree,"$50,000 to $74,999"
Participant 362,in_person,44.0,A woman,White / Caucasian,83634.0,Associates degree,"$50,000 to $74,999"
Participant 362,online,58.0,A woman,White / Caucasian,83714.0,"Some college, no degree","$50,000 to $74,999"
Participant 363,in_person,40.0,A woman,White / Caucasian,83634.0,"Some college, no degree","$50,000 to $74,999"
Participant 363,online,38.0,A man,White / Caucasian,83712.0,Associates degree,"$50,000 to $74,999"
Participant 364,in_person,54.0,A woman,White / Caucasian,83634.0,"Some college, no degree","$50,000 to $74,999"
Participant 364,online,26.0,A woman,White / Caucasian,83706.0,"Some college, no degree","$25,000 to $49,999"
Participant 365,in_person,49.0,A man,White / Caucasian,83634.0,"Some college, no degree","$75,000 to $99,999"
Participant 365,online,60.0,A woman,White / Caucasian,83705.0,"Some college, no degree","$25,000 to $49,999"
Participant 366,in_person,29.0,A woman,White / Caucasian,83702.0,Master’s degree,"$25,000 to $49,999"
Participant 366,online,18.0,A woman,White / Caucasian,83706.0,8th grade or less,"$25,000 to $49,999"
Participant 367,in_person,45.0,A woman,Hispanic or Latino,83709.0,Bachelor’s degree,"$75,000 to $99,999"
Participant 367,online,18.0,A woman,White / Caucasian,83713.0,8th grade or less,"$100,000 or more"
Participant 368,in_person,38.0,A woman,White / Caucasian,83634.0,"Some college, no degree","$100,000 or more"
Participant 368,online,32.0,A woman,White / Caucasian,83713.0,"Some college, no degree","$50,000 to $74,999"
Participant 369,in_person,45.0,A woman,White / Caucasian,83686.0,Master’s degree,"$75,000 to $99,999"
Participant 369,online,25.0,A woman,White / Caucasian,83686.0,"Some high school, no diploma","$25,000 to $49,999"
Participant 37,in_person,34.0,A woman,White / Caucasian,83714.0,"Some college, no degree","$100,000 or more"
Participant 37,online,31.0,A woman,White / Caucasian,83706.0,"Some college, no degree","$50,000 to $74,999"
Participant 370,in_person,62.0,A woman,White / Caucasian,83642.0,"Some college, no degree","$25,000 or less"
Participant 370,online,61.0,A woman,White / Caucasian,83706.0,"Some college, no degree",
Participant 371,in_person,33.0,A woman,White / Caucasian,83634.0,Bachelor’s degree,"$100,000 or more"
Participant 371,online,46.0,A man,White / Caucasian,83714.0,"Some college, no degree","$100,000 or more"
Participant 372,in_person,59.0,A woman,White / Caucasian,83607.0,"Some college, no degree","$100,000 or more"
Participant 372,online,31.0,A woman,White / Caucasian,83617.0,"Some college, no degree","$75,000 to $99,999"
Participant 373,in_person,42.0,A woman,White / Caucasian,83634.0,Master’s degree,"$100,000 or more"
Participant 373,online,47.0,A woman,White / Caucasian,83709.0,"Some college, no degree","$25,000 to $49,999"
Participant 374,in_person,37.0,A woman,White / Caucasian,83634.0,"Some college, no degree","$100,000 or more"
Participant 374,online,27.0,A woman,White / Caucasian,83702.0,"Some college, no degree","$50,000 to $74,999"
Participant 375,in_person,65.0,A woman,White / Caucasian,83642.0,"Some college, no degree","$25,000 to $49,999"
Participant 375,online,30.0,A man,White / Caucasian,83646.0,"Some high school, no diploma","$75,000 to $99,999"
Participant 376,in_person,28.0,A woman,White / Caucasian,83642.0,"High school graduate, diploma or GED","$100,000 or more"
Participant 376,online,23.0,A woman,White / Caucasian,83704.0,"Some high school, no diploma","$25,000 to $49,999"
Participant 377,in_person,47.0,A woman,White / Caucasian,83686.0,Bachelor’s degree,"$100,000 or more"
Participant 377,online,51.0,A woman,White / Caucasian,83705.0,"Some college, no degree","$100,000 or more"
Participant 378,in_person,38.0,A woman,White / Caucasian,83634.0,"Some college, no degree","$50,000 to $74,999"
Participant 378,online,59.0,A woman,White / Caucasian,83704.0,"Some college, no degree","$50,000 to $74,999"
Participant 379,in_person,44.0,A man,,83634.0,"High school graduate, diploma or GED","$100,000 or more"
Participant 379,online,26.0,A man,White / Caucasian,83686.0,8th grade or less,"$25,000 to $49,999"
Participant 38,in_person,52.0,A man,White / Caucasian,83716.0,Master’s degree,"$100,000 or more"
Participant 38,online,53.0,A woman,White / Caucasian,83702.0,Associates degree,"$100,000 or more"
Participant 380,in_person,21.0,A woman,White / Caucasian,83646.0,"High school graduate, diploma or GED","$25,000 or less"
Participant 380,online,52.0,A man,White / Caucasian,83702.0,"Some college, no degree","$75,000 to $99,999"
Participant 381,in_person,37.0,A woman,White / Caucasian,83634.0,Associates degree,"$100,000 or more"
Participant 381,online,61.0,A woman,White / Caucasian,83646.0,"Some college, no degree","$75,000 to $99,999"
Participant 382,in_person,53.0,A woman,White / Caucasian,83634.0,Bachelor’s degree,"$50,000 to $74,999"
Participant 382,online,19.0,A man,White / Caucasian,83701.0,8th grade or less,"$50,000 to $74,999"
Participant 383,in_person,53.0,A man,White / Caucasian,83634.0,"Some college, no degree","$75,000 to $99,999"
Participant 383,online,24.0,A man,Hispanic or Latino,83646.0,"Some high school, no diploma","$50,000 to $74,999"
Participant 384,in_person,42.0,A man,White / Caucasian,83687.0,"High school graduate, diploma or GED","$100,000 or more"
Participant 384,online,50.0,A woman,White / Caucasian,83713.0,Associates degree,"$100,000 or more"
Participant 385,in_person,44.0,A woman,White / Caucasian,83706.0,Bachelor’s degree,
Participant 385,online,18.0,A man,White / Caucasian,83706.0,"Some high school, no diploma","$50,000 to $74,999"
Participant 386,in_person,34.0,A woman,White / Caucasian,83642.0,"Some college, no degree","$100,000 or more"
Participant 386,online,41.0,A man,White / Caucasian,83704.0,"Some college, no degree","$75,000 to $99,999"
Participant 387,in_person,35.0,A woman,White / Caucasian,83716.0,Bachelor’s degree,"$50,000 to $74,999"
Participant 387,online,41.0,A man,White / Caucasian,83642.0,"Some college, no degree","$100,000 or more"
Participant 388,in_person,35.0,A man,White / Caucasian,14526.0,Bachelor’s degree,"$100,000 or more"
Participant 388,online,22.0,A woman,White / Caucasian,83706.0,"Some high school, no diploma","$25,000 or less"
Participant 389,in_person,46.0,A woman,White / Caucasian,83712.0,Bachelor’s degree,"$100,000 or more"
Participant 389,online,27.0,A woman,White / Caucasian,83705.0,"Some college, no degree","$100,000 or more"
Participant 39,in_person,31.0,A woman,White / Caucasian,83714.0,"Ph.D, M.D., J.D. or similar","$100,000 or more"
Participant 39,online,42.0,A woman,White / Caucasian,83702.0,Associates degree,"$25,000 or less"
Participant 390,in_person,47.0,A man,White / Caucasian,83704.0,"Ph.D, M.D., J.D. or similar","$100,000 or more"
Participant 390,online,47.0,A woman,White / Caucasian,83642.0,Associates degree,"$100,000 or more"
Participant 391,in_person,47.0,A man,White / Caucasian,83714.0,Master’s degree,"$100,000 or more"
Participant 391,online,28.0,A woman,Asian / Pacific Islander,83706.0,"High school graduate, diploma or GED","$75,000 to $99,999"
Participant 392,in_person,38.0,A woman,White / Caucasian,83702.0,Bachelor’s degree,"$100,000 or more"
Participant 392,online,60.0,A woman,White / Caucasian,83714.0,"Some college, no degree","$75,000 to $99,999"
Participant 393,in_person,27.0,A woman,White / Caucasian,83705.0,Associates degree,"$25,000 to $49,999"
Participant 393,online,59.0,A woman,White / Caucasian,83706.0,Associates degree,"$100,000 or more"
Participant 394,in_person,55.0,A man,White / Caucasian,83704.0,Bachelor’s degree,"$100,000 or more"
Participant 394,online,65.0,A man,White / Caucasian,83704.0,Associates degree,"$100,000 or more"
Participant 395,in_person,,A woman,White / Caucasian,83714.0,Master’s degree,"$100,000 or more"
Participant 395,online,20.0,A woman,White / Caucasian,83703.0,"Some high school, no diploma","$25,000 to $49,999"
Participant 396,in_person,33.0,A man,White / Caucasian,83616.0,"Some college, no degree","$100,000 or more"
Participant 396,online,27.0,A woman,White / Caucasian,83705.0,"High school graduate, diploma or GED","$25,000 or less"
Participant 397,in_person,20.0,A woman,White / Caucasian,83704.0,"High school graduate, diploma or GED","$25,000 or less"
Participant 397,online,53.0,A woman,White / Caucasian,83703.0,Associates degree,"$50,000 to $74,999"
Participant 398,in_person,41.0,A woman,Hispanic or Latino,83703.0,Bachelor’s degree,
Participant 398,online,22.0,A woman,White / Caucasian,83647.0,"Some high school, no diploma","$25,000 or less"
Participant 399,in_person,25.0,A woman,White / Caucasian,83704.0,Bachelor’s degree,"$100,000 or more"
Participant 399,online,25.0,A woman,White / Caucasian,83702.0,"High school graduate, diploma or GED","$75,000 to $99,999"
Participant 4,in_person,53.0,A woman,White / Caucasian,83669.0,Bachelor’s degree,"$100,000 or more"
Participant 4,online,25.0,A man,Asian / Pacific Islander,83703.0,Associates degree,"$25,000 to $49,999"
Participant 40,in_person,59.0,A man,White / Caucasian,83705.0,"Some college, no degree",
Participant 40,online,33.0,A woman,White / Caucasian,83705.0,"Some college, no degree","$75,000 to $99,999"
Participant 400,in_person,21.0,A man,Hispanic or Latino,83705.0,"Some college, no degree","$50,000 to $74,999"
Participant 400,online,18.0,A man,Hispanic or Latino,835607.0,8th grade or less,"$100,000 or more"
Participant 401,in_person,41.0,A woman,White / Caucasian,83712.0,Bachelor’s degree,
Participant 401,online,19.0,A woman,White / Caucasian,83642.0,8th grade or less,"$25,000 to $49,999"
Participant 402,in_person,39.0,A woman,White / Caucasian,83712.0,Master’s degree,"$100,000 or more"
Participant 402,online,18.0,A woman,White / Caucasian,83706.0,8th grade or less,"$25,000 to $49,999"
Participant 403,in_person,42.0,A man,White / Caucasian,83712.0,Master’s degree,"$100,000 or more"
Participant 403,online,38.0,A woman,White / Caucasian,83642.0,"Some college, no degree","$25,000 to $49,999"
Participant 404,in_person,42.0,A woman,White / Caucasian,83712.0,Bachelor’s degree,"$25,000 to $49,999"
Participant 404,online,31.0,A woman,White / Caucasian,83704.0,"Some high school, no diploma","$25,000 or less"
Participant 405,in_person,37.0,A woman,White / Caucasian,83712.0,Master’s degree,"$50,000 to $74,999"
Participant 405,online,71.0,A man,White / Caucasian,83704.0,Associates degree,"$100,000 or more"
Participant 406,in_person,39.0,A man,White / Caucasian,83706.0,Master’s degree,"$100,000 or more"
Participant 406,online,54.0,A man,White / Caucasian,83702.0,Associates degree,"$100,000 or more"
Participant 407,in_person,50.0,A man,White / Caucasian,83712.0,"Ph.D, M.D., J.D. or similar","$100,000 or more"
Participant 407,online,21.0,A woman,White / Caucasian,83706.0,8th grade or less,"$100,000 or more"
Participant 408,in_person,47.0,A woman,White / Caucasian,83712.0,"Ph.D, M.D., J.D. or similar","$25,000 or less"
Participant 408,online,21.0,A woman,White / Caucasian,83709.0,"Some high school, no diploma","$50,000 to $74,999"
Participant 409,in_person,49.0,A woman,White / Caucasian,83712.0,"Ph.D, M.D., J.D. or similar","$100,000 or more"
Participant 409,online,39.0,A woman,White / Caucasian,83702.0,"Some college, no degree","$50,000 to $74,999"
Participant 41,in_person,78.0,A man,White / Caucasian,83705.0,"Some college, no degree","$50,000 to $74,999"
Participant 41,online,43.0,A woman,White / Caucasian,83712.0,Associates degree,
Participant 410,in_person,43.0,A woman,White / Caucasian,83712.0,"Ph.D, M.D., J.D. or similar","$100,000 or more"
Participant 410,online,50.0,A man,White / Caucasian,83702.0,Associates degree,"$75,000 to $99,999"
Participant 411,in_person,39.0,A woman,White / Caucasian,83712.0,Bachelor’s degree,"$100,000 or more"
Participant 411,online,27.0,A man,White / Caucasian,83705.0,"Some high school, no diploma","$25,000 or less"
Participant 412,in_person,40.0,A woman,White / Caucasian,83705.0,Master’s degree,"$75,000 to $99,999"
Participant 412,online,22.0,A woman,White / Caucasian,83647.0,"Some high school, no diploma","$25,000 to $49,999"
Participant 413,in_person,43.0,A man,Asian / Pacific Islander,83706.0,Master’s degree,"$100,000 or more"
Participant 413,online,38.0,A man,White / Caucasian,83714.0,"Some college, no degree","$25,000 to $49,999"
Participant 414,in_person,41.0,A woman,Asian / Pacific Islander,83706.0,"Ph.D, M.D., J.D. or similar","$75,000 to $99,999"
Participant 414,online,18.0,A man,White / Caucasian,83706.0,8th grade or less,"$75,000 to $99,999"
Participant 415,in_person,33.0,A man,White / Caucasian,83705.0,Bachelor’s degree,"$25,000 to $49,999"
Participant 415,online,19.0,A woman,White / Caucasian,83646.0,8th grade or less,"$100,000 or more"
Participant 416,in_person,51.0,A man,White / Caucasian,83703.0,Master’s degree,"$75,000 to $99,999"
Participant 416,online,24.0,A man,White / Caucasian,83702.0,8th grade or less,"$50,000 to $74,999"
Participant 417,in_person,45.0,A woman,White / Caucasian,83712.0,,"$75,000 to $99,999"
Participant 417,online,56.0,A woman,White / Caucasian,83705.0,"Some college, no degree","$100,000 or more"
Participant 418,in_person,28.0,A man,Hispanic or Latino,83702.0,Bachelor’s degree,"$50,000 to $74,999"
Participant 418,online,20.0,A man,White / Caucasian,83706.0,"Some high school, no diploma","$50,000 to $74,999"
Participant 419,in_person,42.0,A man,White / Caucasian,83714.0,Master’s degree,"$100,000 or more"
Participant 419,online,39.0,A man,Hispanic or Latino,83646.0,"Some high school, no diploma","$50,000 to $74,999"
Participant 42,in_person,22.0,A woman,White / Caucasian,83705.0,"Some college, no degree","$25,000 or less"
Participant 42,online,44.0,A man,White / Caucasian,83712.0,"Some college, no degree","$75,000 to $99,999"
Participant 420,in_person,30.0,A man,White / Caucasian,83706.0,Bachelor’s degree,"$25,000 or less"
Participant 420,online,35.0,A woman,White / Caucasian,83716.0,Associates degree,"$100,000 or more"
Participant 421,in_person,47.0,A man,White / Caucasian,83702.0,Bachelor’s degree,"$50,000 to $74,999"
Participant 421,online,19.0,A woman,White / Caucasian,83709.0,8th grade or less,"$100,000 or more"
Participant 422,in_person,22.0,A woman,White / Caucasian,83706.0,Associates degree,"$25,000 to $49,999"
Participant 422,online,22.0,A woman,White / Caucasian,83706.0,"Some high school, no diploma","$25,000 or less"
Participant 423,in_person,21.0,A woman,Black or African American,83706.0,"Some college, no degree","$25,000 or less"
Participant 423,online,18.0,A woman,White / Caucasian,83716.0,8th grade or less,"$50,000 to $74,999"
Participant 424,in_person,33.0,A woman,White / Caucasian,83687.0,"Some college, no degree","$75,000 to $99,999"
Participant 424,online,57.0,A woman,White / Caucasian,83714.0,"Some college, no degree","$75,000 to $99,999"
Participant 425,in_person,32.0,A woman,Hispanic or Latino,83651.0,Bachelor’s degree,"$75,000 to $99,999"
Participant 425,online,58.0,A woman,White / Caucasian,83704.0,"Some college, no degree","$50,000 to $74,999"
Participant 426,in_person,67.0,A man,,83687.0,"Some college, no degree","$25,000 or less"
Participant 426,online,74.0,A man,White / Caucasian,83714.0,Associates degree,"$25,000 or less"
Participant 427,in_person,68.0,A woman,White / Caucasian,83676.0,"Some college, no degree","$25,000 to $49,999"
Participant 427,online,21.0,A woman,White / Caucasian,83706.0,"Some high school, no diploma","$25,000 or less"
Participant 428,in_person,,A woman,White / Caucasian,83607.0,,"$25,000 to $49,999"
Participant 428,online,56.0,A woman,White / Caucasian,83642.0,"Some college, no degree","$50,000 to $74,999"
Participant 429,in_person,36.0,A woman,Hispanic or Latino,83605.0,"Some college, no degree","$25,000 or less"
Participant 429,online,,,,,,
Participant 43,in_person,23.0,A woman,White / Caucasian,83705.0,Associates degree,"$25,000 or less"
Participant 43,online,64.0,A woman,White / Caucasian,83725.0,Associates degree,"$50,000 to $74,999"
Participant 430,in_person,59.0,A woman,White / Caucasian,83713.0,Bachelor’s degree,"$50,000 to $74,999"
Participant 430,online,20.0,A man,White / Caucasian,83705.0,"Some high school, no diploma","$100,000 or more"
Participant 431,in_person,65.0,A man,White / Caucasian,83607.0,"High school graduate, diploma or GED",
Participant 431,online,22.0,A man,White / Caucasian,83706.0,"Some high school, no diploma","$25,000 or less"
Participant 432,in_person,50.0,A man,White / Caucasian,83704.0,Associates degree,
Participant 432,online,58.0,A woman,White / Caucasian,83706.0,Associates degree,"$50,000 to $74,999"
Participant 433,in_person,57.0,A woman,White / Caucasian,84005.0,Bachelor’s degree,"$100,000 or more"
Participant 433,online,66.0,A man,White / Caucasian,83702.0,Associates degree,"$100,000 or more"
Participant 434,in_person,71.0,A woman,White / Caucasian,83686.0,Associates degree,"$100,000 or more"
Participant 434,online,59.0,A man,White / Caucasian,83702.0,Associates degree,"$100,000 or more"
Participant 435,in_person,35.0,A man,White / Caucasian,84005.0,"Some college, no degree","$100,000 or more"
Participant 435,online,39.0,A woman,White / Caucasian,83702.0,"Some high school, no diploma","$25,000 or less"
Participant 436,in_person,52.0,A woman,White / Caucasian,83868.0,Associates degree,"$25,000 to $49,999"
Participant 436,online,19.0,A woman,White / Caucasian,83706.0,8th grade or less,"$75,000 to $99,999"
Participant 437,in_person,62.0,A woman,White / Caucasian,83687.0,"Some college, no degree","$25,000 to $49,999"
Participant 437,online,31.0,A man,White / Caucasian,83716.0,"High school graduate, diploma or GED","$75,000 to $99,999"
Participant 438,in_person,43.0,A woman,White / Caucasian,83607.0,Associates degree,"$100,000 or more"
Participant 438,online,52.0,A woman,White / Caucasian,83716.0,Associates degree,"$100,000 or more"
Participant 439,in_person,28.0,A man,White / Caucasian,83605.0,"High school graduate, diploma or GED","$25,000 or less"
